기준일자,회사명,회사아이디,노선번호,노선아이디,순번,정류소명,정류소번호,아이에스씨 번호,정류소구간거리,정류소간누적거리,주요경유지여부,상_하행
2024-12-31,성산여객,166007,N80,166000020,7,청라1동행정복지센터,42745,2804894,390,2536,Y,상행
2024-12-31,성산여객,166007,N80,166000020,8,메이루즈커낼파크뷰정문,42794,2805053,306,2842,N,상행
2024-12-31,성산여객,166007,N80,166000020,9,청라중학교,42848,2805409,421,3263,N,상행
2024-12-31,성산여객,166007,N80,166000020,10,중흥S클래스1차,42844,2805414,302,3565,N,상행
2024-12-31,성산여객,166007,N80,166000020,11,연희공원,42950,2805945,285,3850,N,상행
2024-12-31,성산여객,166007,N80,166000020,12,청라로데오시티포레안,89419,2808393,786,4636,N,상행
2024-12-31,성산여객,166007,N80,166000020,13,경서지구입구,42672,2803766,1159,5795,Y,상행
2024-12-31,성산여객,166007,N80,166000020,14,경서초등학교,42569,2800351,324,6119,N,상행
2024-12-31,성산여객,166007,N80,166000020,15,태평아파트2차(B),42318,2800549,225,6344,N,상행
2024-12-31,성산여객,166007,N80,166000020,16,태평아파트1차(B),42325,2800543,201,6545,Y,상행
2024-12-31,성산여객,166007,N80,166000020,17,녹청자박물관,42668,2800385,343,6888,N,상행
2024-12-31,성산여객,166007,N80,166000020,18,경서농원,42333,2800536,653,7541,N,상행
2024-12-31,성산여객,166007,N80,166000020,19,아시아드대광로제비앙아파트,89258,2807212,482,8023,N,상행
2024-12-31,성산여객,166007,N80,166000020,20,서곶지구대,42339,2800530,437,8460,N,상행
2024-12-31,성산여객,166007,N80,166000020,21,서인천고등학교,42346,2800523,284,8744,N,상행
2024-12-31,성산여객,166007,N80,166000020,22,삼보아파트,42350,2800519,240,8984,N,상행
2024-12-31,성산여객,166007,N80,166000020,23,검암경서동행정복지센터,42352,2800517,175,9159,Y,상행
2024-12-31,성산여객,166007,N80,166000020,24,서해아파트,42354,2800515,180,9339,N,상행
2024-12-31,성산여객,166007,N80,166000020,25,서구국민체육센터,42776,2804977,412,9751,N,상행
2024-12-31,성산여객,166007,N80,166000020,26,검암중학교,42362,2800507,231,9982,N,상행
2024-12-31,성산여객,166007,N80,166000020,27,풍림3차아파트,42366,2800503,231,10213,N,상행
2024-12-31,성산여객,166007,N80,166000020,28,풍림1차아파트,42969,2805796,133,10346,N,상행
2024-12-31,성산여객,166007,N80,166000020,29,검암역(원당방면),42363,2800506,1131,11477,Y,상행
2024-12-31,성산여객,166007,N80,166000020,30,검암역(시내방면),42364,2800505,755,12232,N,하행
2024-12-31,성산여객,166007,N80,166000020,31,검암역입구(시천교밑),89250,2807101,297,12529,N,하행
2024-12-31,성산여객,166007,N80,166000020,32,풍림1차아파트,42970,2805797,782,13311,N,하행
2024-12-31,성산여객,166007,N80,166000020,33,은지초등학교사거리,42365,2800504,209,13520,N,하행
2024-12-31,성산여객,166007,N80,166000020,34,검암중학교,42359,2800510,255,13775,N,하행
2024-12-31,성산여객,166007,N80,166000020,35,검암사거리,42358,2800511,258,14033,N,하행
2024-12-31,성산여객,166007,N80,166000020,36,서해아파트,42355,2800514,257,14290,N,하행
2024-12-31,성산여객,166007,N80,166000020,37,검암경서동행정복지센터,42353,2800516,163,14453,N,하행
2024-12-31,성산여객,166007,N80,166000020,38,삼보아파트,42351,2800518,203,14656,N,하행
2024-12-31,성산여객,166007,N80,166000020,39,간재울초등학교,42347,2800522,183,14839,N,하행
2024-12-31,성산여객,166007,N80,166000020,40,서곶지구대,42338,2800531,362,15201,N,하행
2024-12-31,성산여객,166007,N80,166000020,41,빈정공원,42571,2800349,94,15295,N,하행
2024-12-31,성산여객,166007,N80,166000020,42,아시아드대광로제비앙아파트,89257,2807211,320,15615,N,하행
2024-12-31,성산여객,166007,N80,166000020,43,경서농원,42335,2800534,358,15973,N,하행
2024-12-31,성산여객,166007,N80,166000020,44,녹청자박물관,42669,2800386,783,16756,N,하행
2024-12-31,성산여객,166007,N80,166000020,45,태평아파트1차(A),42326,2800542,351,17107,N,하행
2024-12-31,성산여객,166007,N80,166000020,46,태평아파트2차(A),42317,2800550,188,17295,N,하행
2024-12-31,성산여객,166007,N80,166000020,47,경서초등학교,42570,2800350,191,17486,N,하행
2024-12-31,성산여객,166007,N80,166000020,48,경서지구입구,42671,2803765,423,17909,N,하행
2024-12-31,성산여객,166007,N80,166000020,49,중흥S클래스1차,42845,2805412,2226,20135,N,하행
2024-12-31,성산여객,166007,N80,166000020,50,중흥S클래스,42847,2805315,237,20372,N,하행
2024-12-31,성산여객,166007,N80,166000020,51,린스트라우스정문,42795,2805052,423,20795,N,하행
2024-12-31,성산여객,166007,N80,166000020,52,청라1동행정복지센터,42744,2804893,293,21088,N,하행
2024-12-31,성산여객,166007,N80,166000020,53,서해그랑블,42790,2805038,383,21471,N,하행
2024-12-31,성산여객,166007,N80,166000020,54,청라자이,42742,2804895,284,21755,N,하행
2024-12-31,성산여객,166007,N80,166000020,55,심곡천봉수교,42875,2805911,193,21948,N,하행
2024-12-31,성산여객,166007,N80,166000020,56,가원초등학교,42952,2805744,386,22334,N,하행
2024-12-31,성산여객,166007,N80,166000020,57,가정교차로,89391,2808185,960,23294,N,하행
2024-12-31,성산여객,166007,N80,166000020,58,가정(루원시티)역,89075,2806214,365,23659,N,하행
2024-12-31,성원운수,165002,535,165000090,1,뒷방죽들,39959,2806831,0,0,Y,상행
2024-12-31,성원운수,165002,535,165000090,2,서창공영차고지,39871,2806423,279,279,Y,상행
2024-12-31,성원운수,165002,535,165000090,3,장아초등학교,39873,2806421,382,661,N,상행
2024-12-31,성원운수,165002,535,165000090,4,인천서창동우체국,39821,2805953,236,897,N,상행
2024-12-31,성원운수,165002,535,165000090,5,서창센트라스아파트후문,39916,2806634,778,1675,N,상행
2024-12-31,성원운수,165002,535,165000090,6,서창LH1단지아파트,92067,2808564,1030,2705,Y,상행
2024-12-31,성원운수,165002,535,165000090,7,장서초등학교,39965,2806911,372,3077,N,상행
2024-12-31,성원운수,165002,535,165000090,8,센트럴푸르지오501동앞,92071,2808604,156,3233,N,상행
2024-12-31,성원운수,165002,535,165000090,9,청광플러스원아파트,39775,2805657,237,3470,N,상행
2024-12-31,성원운수,165002,535,165000090,10,인천서창중학교,39875,2806425,409,3879,Y,상행
2024-12-31,성원운수,165002,535,165000090,11,장수.서창동행정복지센터,39581,2801852,186,4065,Y,상행
2024-12-31,성원운수,165002,535,165000090,12,현대모닝.임광그대가아파트,39579,2801854,236,4301,N,상행
2024-12-31,성원운수,165002,535,165000090,13,태평1차아파트,39241,2802133,205,4506,N,상행
2024-12-31,성원운수,165002,535,165000090,14,태평아파트입구,39276,2802108,328,4834,N,상행
2024-12-31,성원운수,165002,535,165000090,15,서창동화원,39620,2801822,322,5156,N,상행
2024-12-31,성원운수,165002,535,165000090,16,장수교,39336,2802049,535,5691,N,상행
2024-12-31,성원운수,165002,535,165000090,17,인천만수고등학교,39681,2804800,324,6015,Y,상행
2024-12-31,성원운수,165002,535,165000090,18,남동화원,39300,2802084,197,6212,N,상행
2024-12-31,성원운수,165002,535,165000090,19,남동구청역,39324,2802061,680,6892,Y,상행
2024-12-31,성원운수,165002,535,165000090,20,삼환아파트,39316,2802068,494,7386,N,상행
2024-12-31,성원운수,165002,535,165000090,21,건설기술교육원,39354,2802032,188,7574,N,상행
2024-12-31,성원운수,165002,535,165000090,22,인수초등학교,39386,2802007,410,7984,N,상행
2024-12-31,성원운수,165002,535,165000090,23,만수역,39388,2802006,372,8356,Y,상행
2024-12-31,성원운수,165002,535,165000090,24,현광아파트(호산부인과),39376,2802016,233,8589,N,상행
2024-12-31,성원운수,165002,535,165000090,25,효성상아아파트,39358,2802028,380,8969,N,상행
2024-12-31,성원운수,165002,535,165000090,26,모래내시장,39350,2802036,202,9171,N,상행
2024-12-31,성원운수,165002,535,165000090,27,모래내시장역(1번출구),39338,2802047,317,9488,Y,상행
2024-12-31,성원운수,165002,535,165000090,28,힐캐슬프라자,39331,2802054,396,9884,N,상행
2024-12-31,성원운수,165002,535,165000090,29,석천사거리역,39320,2802064,337,10221,N,상행
2024-12-31,성원운수,165002,535,165000090,30,간석래미안.자이,39333,2802052,294,10515,N,상행
2024-12-31,성원운수,165002,535,165000090,31,올리브백화점,39747,2805597,370,10885,Y,상행
2024-12-31,성원운수,165002,535,165000090,32,간석오거리역(8번출구),39449,2801952,750,11635,N,상행
2024-12-31,성원운수,165002,535,165000090,33,동암남부역,40797,2801176,575,12210,Y,상행
2024-12-31,성원운수,165002,535,165000090,34,인천교통공사,40032,2801790,587,12797,N,하행
2024-12-31,성원운수,165002,535,165000090,35,간석오거리(인천웨딩홀),39423,2801977,526,13323,N,하행
2024-12-31,성원운수,165002,535,165000090,36,올리브백화점,39746,2805598,381,13704,N,하행
2024-12-31,성원운수,165002,535,165000090,37,간석금호어울림아파트,39334,2802051,224,13928,N,하행
2024-12-31,성원운수,165002,535,165000090,38,석천사거리역,39317,2802067,462,14390,N,하행
2024-12-31,성원운수,165002,535,165000090,39,힐캐슬프라자,39329,2802056,304,14694,N,하행
2024-12-31,성원운수,165002,535,165000090,40,모래내시장역(4번출구),39335,2802050,327,15021,N,하행
2024-12-31,성원운수,165002,535,165000090,41,모래내시장,39344,2802042,374,15395,N,하행
2024-12-31,성원운수,165002,535,165000090,42,효성상아아파트,39357,2802029,247,15642,N,하행
2024-12-31,성원운수,165002,535,165000090,43,현광아파트,39380,2802013,460,16102,N,하행
2024-12-31,성원운수,165002,535,165000090,44,인수초등학교,39392,2802003,361,16463,N,하행
2024-12-31,성원운수,165002,535,165000090,45,건설기술교육원,39353,2802033,518,16981,N,하행
2024-12-31,성원운수,165002,535,165000090,46,삼환아파트,39328,2802057,140,17121,N,하행
2024-12-31,성원운수,165002,535,165000090,47,만수초등학교,39303,2802081,254,17375,N,하행
2024-12-31,성원운수,165002,535,165000090,48,남동구청역,39318,2802066,299,17674,N,하행
2024-12-31,성원운수,165002,535,165000090,49,한국건설생활환경시험연구원,39315,2802069,275,17949,N,하행
2024-12-31,성원운수,165002,535,165000090,50,진흥아파트,39297,2802087,299,18248,N,하행
2024-12-31,성원운수,165002,535,165000090,51,인천만수고등학교,39680,2804799,308,18556,N,하행
2024-12-31,성원운수,165002,535,165000090,52,장수교(서창동입구),39337,2802048,385,18941,N,하행
2024-12-31,성원운수,165002,535,165000090,53,서창동화원,39619,2801823,496,19437,N,하행
2024-12-31,성원운수,165002,535,165000090,54,태평아파트입구,39274,2802110,319,19756,N,하행
2024-12-31,성원운수,165002,535,165000090,55,태평1차아파트,39242,2802132,315,20071,N,하행
2024-12-31,성원운수,165002,535,165000090,56,신일교회,39529,2801891,211,20282,N,하행
2024-12-31,성원운수,165002,535,165000090,57,장수.서창동행정복지센터,39580,2801853,196,20478,N,하행
2024-12-31,성원운수,165002,535,165000090,58,인천서창중학교,39767,2805585,225,20703,N,하행
2024-12-31,성원운수,165002,535,165000090,59,청광플러스원아파트,39786,2805678,330,21033,N,하행
2024-12-31,성원운수,165002,535,165000090,60,청광플러스원101동앞,92070,2808605,316,21349,N,하행
2024-12-31,성원운수,165002,535,165000090,61,장서초등학교,39966,2806910,164,21513,N,하행
2024-12-31,성원운수,165002,535,165000090,62,서창LH1단지아파트,92068,2808565,440,21953,N,하행
2024-12-31,성원운수,165002,535,165000090,63,더포레스트아파트,39877,2806429,381,22334,N,하행
2024-12-31,성원운수,165002,535,165000090,64,서창센트라스아파트후문,39917,2806635,578,22912,N,하행
2024-12-31,성원운수,165002,535,165000090,65,인천서창동우체국,39820,2805906,790,23702,N,하행
2024-12-31,성원운수,165002,535,165000090,66,장아초등학교,39874,2806422,360,24062,N,하행
2024-12-31,성원운수,165002,535,165000090,67,서창공영차고지,39872,2806424,261,24323,N,하행
2024-12-31,성원운수,165002,535,165000090,68,뒷방죽들,39960,2807419,335,24658,N,하행
2024-12-31,성원운수,165002,535,165000090,69,운연역,39954,2806862,1372,26030,N,하행
2024-12-31,성원운수,165002,535,165000090,70,서창자이아파트105동,92083,2808879,847,26877,N,하행
2024-12-31,성원운수,165002,535,165000090,71,운연역,92026,2807444,807,27684,N,하행
2024-12-31,성원운수,165002,535,165000090,72,꿈에그린아파트,92023,2807458,1297,28981,N,하행
2024-12-31,성원운수,165002,536,165000092,1,인천대공원후문(장수동),39442,2801959,0,0,N,상행
2024-12-31,성원운수,165002,536,165000092,2,장수주공(청소년수련원),39424,2801976,266,266,N,상행
2024-12-31,성원운수,165002,536,165000092,3,장수사거리,39542,2801880,237,503,N,상행
2024-12-31,성원운수,165002,536,165000092,4,장수사거리,39389,2802005,201,704,N,상행
2024-12-31,성원운수,165002,536,165000092,5,장수초등학교,39352,2802034,647,1351,N,상행
2024-12-31,성원운수,165002,536,165000092,6,한국건설생활환경시험연구원,39315,2802069,311,1662,N,상행
2024-12-31,성원운수,165002,536,165000092,7,만수6동주민센터입구,39277,2802107,325,1987,N,상행
2024-12-31,성원운수,165002,536,165000092,8,삼익.광명아파트,39247,2802131,264,2251,N,상행
2024-12-31,성원운수,165002,536,165000092,9,남동중학교,39224,2802148,374,2625,N,상행
2024-12-31,성원운수,165002,536,165000092,10,남동체육관(체조경기장),39862,2806098,841,3466,N,상행
2024-12-31,성원운수,165002,536,165000092,11,남동경기장,92055,2808031,492,3958,N,상행
2024-12-31,성원운수,165002,536,165000092,12,남동체육관(체조경기장),39682,2804814,352,4310,N,상행
2024-12-31,성원운수,165002,536,165000092,13,남동아시아드럭비경기장,39214,2802156,386,4696,N,상행
2024-12-31,성원운수,165002,536,165000092,14,남동중학교,39220,2802151,318,5014,N,상행
2024-12-31,성원운수,165002,536,165000092,15,뉴서울아파트,39234,2802140,621,5635,N,상행
2024-12-31,성원운수,165002,536,165000092,16,남동초등학교,39265,2802118,369,6004,N,상행
2024-12-31,성원운수,165002,536,165000092,17,장승백이시장,39280,2802104,196,6200,N,상행
2024-12-31,성원운수,165002,536,165000092,18,만수1동행정복지센터,39294,2802090,488,6688,N,상행
2024-12-31,성원운수,165002,536,165000092,19,벽산아파트(미추홀도서관),39273,2802111,652,7340,N,상행
2024-12-31,성원운수,165002,536,165000092,20,성문아파트,39591,2801845,365,7705,N,상행
2024-12-31,성원운수,165002,536,165000092,21,남동소방서,39587,2801849,323,8028,N,상행
2024-12-31,성원운수,165002,536,165000092,22,동아.팬더아파트,39236,2802138,506,8534,N,상행
2024-12-31,성원운수,165002,536,165000092,23,길병원,39590,2801846,506,9040,N,상행
2024-12-31,성원운수,165002,536,165000092,24,구월중학교,39281,2802103,286,9326,N,상행
2024-12-31,성원운수,165002,536,165000092,25,간석래미안.자이,39333,2802052,429,9755,N,상행
2024-12-31,성원운수,165002,536,165000092,26,올리브백화점,39747,2805597,370,10125,N,상행
2024-12-31,성원운수,165002,536,165000092,27,간석오거리역(8번출구),39449,2801952,750,10875,N,상행
2024-12-31,성원운수,165002,536,165000092,28,동암남부역,40797,2801176,575,11450,N,상행
2024-12-31,성원운수,165002,536,165000092,29,인천교통공사,40032,2801790,587,12037,N,하행
2024-12-31,성원운수,165002,536,165000092,30,간석오거리(인천웨딩홀),39423,2801977,526,12563,N,하행
2024-12-31,성원운수,165002,536,165000092,31,올리브백화점,39746,2805598,381,12944,N,하행
2024-12-31,성원운수,165002,536,165000092,32,간석금호어울림아파트,39334,2802051,224,13168,N,하행
2024-12-31,성원운수,165002,536,165000092,33,구월중학교,39286,2802098,462,13630,N,하행
2024-12-31,성원운수,165002,536,165000092,34,길병원,39250,2802129,363,13993,N,하행
2024-12-31,성원운수,165002,536,165000092,35,동아.팬더아파트,39233,2802141,597,14590,N,하행
2024-12-31,성원운수,165002,536,165000092,36,남동소방서,39252,2802128,556,15146,N,하행
2024-12-31,성원운수,165002,536,165000092,37,성문아파트(문화연립),39257,2802124,276,15422,N,하행
2024-12-31,성원운수,165002,536,165000092,38,미추홀도서관·인천신월초등학교,39270,2802114,325,15747,N,하행
2024-12-31,성원운수,165002,536,165000092,39,남동구청후문(남동등기소),39287,2802097,551,16298,N,하행
2024-12-31,성원운수,165002,536,165000092,40,장승백이시장,39282,2802102,581,16879,N,하행
2024-12-31,성원운수,165002,536,165000092,41,대동아파트,39256,2802125,318,17197,N,하행
2024-12-31,성원운수,165002,536,165000092,42,뉴서울아파트,39235,2802139,248,17445,N,하행
2024-12-31,성원운수,165002,536,165000092,43,남동중학교,39224,2802148,566,18011,N,하행
2024-12-31,성원운수,165002,536,165000092,44,남동체육관(체조경기장),39862,2806098,841,18852,N,하행
2024-12-31,성원운수,165002,536,165000092,45,남동경기장,92055,2808031,492,19344,N,하행
2024-12-31,성원운수,165002,536,165000092,46,남동체육관(체조경기장),39682,2804814,352,19696,N,하행
2024-12-31,성원운수,165002,536,165000092,47,남동아시아드럭비경기장,39214,2802156,386,20082,N,하행
2024-12-31,성원운수,165002,536,165000092,48,담방아파트,39226,2802146,522,20604,N,하행
2024-12-31,성원운수,165002,536,165000092,49,삼익.광명아파트,39249,2802130,266,20870,N,하행
2024-12-31,성원운수,165002,536,165000092,50,담방로사거리,39275,2802109,241,21111,N,하행
2024-12-31,성원운수,165002,536,165000092,51,한국건설생활환경시험연구원,39312,2802072,325,21436,N,하행
2024-12-31,성원운수,165002,536,165000092,52,장수초등학교,39342,2802044,281,21717,N,하행
2024-12-31,성원운수,165002,536,165000092,53,장수사거리,39397,2801998,968,22685,N,하행
2024-12-31,성원운수,165002,536,165000092,54,장수주공(청소년수련원),39417,2801981,112,22797,N,하행
2024-12-31,성원운수,165002,536,165000092,55,장수파출소,39543,2801879,200,22997,N,하행
2024-12-31,성원운수,165002,536,165000092,56,장수빌라,39577,2801856,215,23212,N,하행
2024-12-31,성원운수,165002,536,165000092,57,인천대공원후문(장수동),39442,2801959,210,23422,N,하행
2024-12-31,성원운수,165002,537,165000093,1,남동국가산업단지 입구,39853,2806073,0,0,N,상행
2024-12-31,성원운수,165002,537,165000093,2,논고개길사거리,39870,2806265,318,318,N,상행
2024-12-31,성원운수,165002,537,165000093,3,에몬스가구,39023,2802324,263,581,N,상행
2024-12-31,성원운수,165002,537,165000093,4,김미현골프장,39749,2805421,475,1056,N,상행
2024-12-31,성원운수,165002,537,165000093,5,논현유승한내들,39923,2806664,274,1330,N,상행
2024-12-31,성원운수,165002,537,165000093,6,사리울중학교,39924,2806665,286,1616,N,상행
2024-12-31,성원운수,165002,537,165000093,7,에코메트로9단지,39750,2805423,213,1829,N,상행
2024-12-31,성원운수,165002,537,165000093,8,사리울초등학교후문,39713,2805016,225,2054,N,상행
2024-12-31,성원운수,165002,537,165000093,9,미추홀외고,39690,2804853,102,2156,N,상행
2024-12-31,성원운수,165002,537,165000093,10,에코메트로7단지,39714,2805042,327,2483,N,상행
2024-12-31,성원운수,165002,537,165000093,11,에코메트로6단지,39716,2805063,170,2653,N,상행
2024-12-31,성원운수,165002,537,165000093,12,원동초등학교,39657,2803817,442,3095,N,상행
2024-12-31,성원운수,165002,537,165000093,13,논현동힐스테이트,39708,2804957,433,3528,N,상행
2024-12-31,성원운수,165002,537,165000093,14,인천논현역앞,39659,2803810,225,3753,N,상행
2024-12-31,성원운수,165002,537,165000093,15,청능로사거리,39622,2801820,286,4039,N,상행
2024-12-31,성원운수,165002,537,165000093,16,은봉초등학교,39613,2801828,193,4232,N,상행
2024-12-31,성원운수,165002,537,165000093,17,논현사거리,39504,2801904,258,4490,N,상행
2024-12-31,성원운수,165002,537,165000093,18,논고개길,39687,2804910,353,4843,N,상행
2024-12-31,성원운수,165002,537,165000093,19,주적골,39608,2801833,565,5408,N,상행
2024-12-31,성원운수,165002,537,165000093,20,도림주공208동,39143,2802219,354,5762,N,상행
2024-12-31,성원운수,165002,537,165000093,21,도림주공2단지,39146,2802216,152,5914,N,상행
2024-12-31,성원운수,165002,537,165000093,22,도림주공1단지,39153,2802209,216,6130,N,상행
2024-12-31,성원운수,165002,537,165000093,23,도림아이파크아파트,39155,2802207,322,6452,N,상행
2024-12-31,성원운수,165002,537,165000093,24,도림포도원,39151,2802211,614,7066,N,상행
2024-12-31,성원운수,165002,537,165000093,25,남촌농산물도매시장채소동앞,92033,2807746,245,7311,N,상행
2024-12-31,성원운수,165002,537,165000093,26,남동경찰서·남촌농산물도매시장,39148,2802214,201,7512,N,상행
2024-12-31,성원운수,165002,537,165000093,27,방죽골,39763,2805534,390,7902,N,상행
2024-12-31,성원운수,165002,537,165000093,28,세일빌라.인천산림조합,39159,2802203,451,8353,N,상행
2024-12-31,성원운수,165002,537,165000093,29,풍림아파트,39163,2802199,153,8506,N,상행
2024-12-31,성원운수,165002,537,165000093,30,본향교회,39164,2802198,277,8783,N,상행
2024-12-31,성원운수,165002,537,165000093,31,남동I.C(문학동입구),39168,2802194,742,9525,N,상행
2024-12-31,성원운수,165002,537,165000093,32,종합터미널,39177,2802185,1235,10760,N,상행
2024-12-31,성원운수,165002,537,165000093,33,구월도매전통시장,39192,2802176,295,11055,N,상행
2024-12-31,성원운수,165002,537,165000093,34,성리초등학교,39200,2802169,362,11417,N,상행
2024-12-31,성원운수,165002,537,165000093,35,길병원사거리,39216,2802154,401,11818,N,상행
2024-12-31,성원운수,165002,537,165000093,36,길병원,39590,2801846,418,12236,N,상행
2024-12-31,성원운수,165002,537,165000093,37,구월중학교,39281,2802103,286,12522,N,상행
2024-12-31,성원운수,165002,537,165000093,38,간석래미안.자이,39333,2802052,429,12951,N,상행
2024-12-31,성원운수,165002,537,165000093,39,올리브백화점,39747,2805597,370,13321,N,상행
2024-12-31,성원운수,165002,537,165000093,40,간석오거리역(8번출구),39449,2801952,750,14071,N,상행
2024-12-31,성원운수,165002,537,165000093,41,동암남부역,40797,2801176,575,14646,N,상행
2024-12-31,성원운수,165002,537,165000093,42,인천교통공사,40032,2801790,587,15233,N,하행
2024-12-31,성원운수,165002,537,165000093,43,간석오거리(인천웨딩홀),39423,2801977,526,15759,N,하행
2024-12-31,성원운수,165002,537,165000093,44,올리브백화점,39746,2805598,381,16140,N,하행
2024-12-31,성원운수,165002,537,165000093,45,간석금호어울림아파트,39334,2802051,224,16364,N,하행
2024-12-31,성원운수,165002,537,165000093,46,구월중학교,39286,2802098,462,16826,N,하행
2024-12-31,성원운수,165002,537,165000093,47,길병원,39250,2802129,363,17189,N,하행
2024-12-31,성원운수,165002,537,165000093,48,길병원사거리,39212,2802158,502,17691,N,하행
2024-12-31,성원운수,165002,537,165000093,49,성리초등학교,39201,2802168,335,18026,N,하행
2024-12-31,성원운수,165002,537,165000093,50,구월도매전통시장,39193,2802175,344,18370,N,하행
2024-12-31,성원운수,165002,537,165000093,51,종합터미널,37242,2802828,350,18720,N,하행
2024-12-31,성원운수,165002,537,165000093,52,승기천,39169,2802193,1097,19817,N,하행
2024-12-31,성원운수,165002,537,165000093,53,남촌동입구,39166,2802196,767,20584,N,하행
2024-12-31,성원운수,165002,537,165000093,54,풍림아파트,39162,2802200,390,20974,N,하행
2024-12-31,성원운수,165002,537,165000093,55,세일빌라.인천산림조합,39158,2802204,139,21113,N,하행
2024-12-31,성원운수,165002,537,165000093,56,방죽골,39764,2805533,357,21470,N,하행
2024-12-31,성원운수,165002,537,165000093,57,남동경찰서·남촌농산물도매시장,39147,2802215,457,21927,N,하행
2024-12-31,성원운수,165002,537,165000093,58,남촌농산물도매시장채소동앞,92034,2807745,201,22128,N,하행
2024-12-31,성원운수,165002,537,165000093,59,도림포도원,39150,2802212,183,22311,N,하행
2024-12-31,성원운수,165002,537,165000093,60,도림육교,39154,2802208,668,22979,N,하행
2024-12-31,성원운수,165002,537,165000093,61,도림주공1단지,39152,2802210,345,23324,N,하행
2024-12-31,성원운수,165002,537,165000093,62,도림주공2단지,39149,2802213,139,23463,N,하행
2024-12-31,성원운수,165002,537,165000093,63,도림주공208동,39142,2802220,216,23679,N,하행
2024-12-31,성원운수,165002,537,165000093,64,주적골,39510,2801901,293,23972,N,하행
2024-12-31,성원운수,165002,537,165000093,65,논고개길,39819,2805900,693,24665,N,하행
2024-12-31,성원운수,165002,537,165000093,66,논현사거리,39505,2801903,219,24884,N,하행
2024-12-31,성원운수,165002,537,165000093,67,은봉초등학교,39614,2803532,288,25172,N,하행
2024-12-31,성원운수,165002,537,165000093,68,청능로사거리,39623,2801819,239,25411,N,하행
2024-12-31,성원운수,165002,537,165000093,69,인천논현역앞,39658,2803807,292,25703,N,하행
2024-12-31,성원운수,165002,537,165000093,70,논현고잔동행정복지센터,39707,2804958,228,25931,N,하행
2024-12-31,성원운수,165002,537,165000093,71,원동초등학교,39656,2803816,454,26385,N,하행
2024-12-31,성원운수,165002,537,165000093,72,에코메트로11단지,39652,2803801,194,26579,N,하행
2024-12-31,성원운수,165002,537,165000093,73,소래포구 해오름광장,92074,2808614,605,27184,N,하행
2024-12-31,성원운수,165002,537,165000093,74,라마다 인천호텔,92075,2808615,400,27584,N,하행
2024-12-31,성원운수,165002,537,165000093,75,소래포구역,39648,2803799,311,27895,N,하행
2024-12-31,성원운수,165002,537,165000093,76,에코메트로5단지,92076,2808624,362,28257,N,하행
2024-12-31,성원운수,165002,537,165000093,77,에코메트로12단지정문,39650,2803798,257,28514,N,하행
2024-12-31,성원운수,165002,537,165000093,78,에코메트로12단지,39651,2803800,660,29174,N,하행
2024-12-31,성원운수,165002,537,165000093,79,에코메트로6단지,39758,2805434,482,29656,N,하행
2024-12-31,성원운수,165002,537,165000093,80,우체국사거리,39704,2804900,176,29832,N,하행
2024-12-31,성원운수,165002,537,165000093,81,소래도서관,39829,2805978,410,30242,N,하행
2024-12-31,성원운수,165002,537,165000093,82,남동국가산업단지 입구,39853,2806073,779,31021,N,하행
2024-12-31,성원운수,165002,538,165000094,1,대토단지앞,39813,2805876,0,0,N,상행
2024-12-31,성원운수,165002,538,165000094,2,GS칼텍스주유소,39814,2805875,107,107,N,상행
2024-12-31,성원운수,165002,538,165000094,3,인수초등학교,39386,2802007,185,292,N,상행
2024-12-31,성원운수,165002,538,165000094,4,만수주공정문,39408,2801989,317,609,N,상행
2024-12-31,성원운수,165002,538,165000094,5,만수주공4단지,39443,2801958,249,858,N,상행
2024-12-31,성원운수,165002,538,165000094,6,만수근린공원,39455,2801947,183,1041,N,상행
2024-12-31,성원운수,165002,538,165000094,7,조동초등학교,39464,2801939,203,1244,N,상행
2024-12-31,성원운수,165002,538,165000094,8,만수북중학교,39469,2801934,220,1464,N,상행
2024-12-31,성원운수,165002,538,165000094,9,포레시안101동앞,39729,2805271,320,1784,N,상행
2024-12-31,성원운수,165002,538,165000094,10,만수2동행정복지센터·포레시안,39731,2805273,256,2040,N,상행
2024-12-31,성원운수,165002,538,165000094,11,벧엘교회,39740,2805275,180,2220,N,상행
2024-12-31,성원운수,165002,538,165000094,12,민방위교육장,39733,2805278,290,2510,N,상행
2024-12-31,성원운수,165002,538,165000094,13,만수소방서,39433,2801967,191,2701,N,상행
2024-12-31,성원운수,165002,538,165000094,14,만수3동주민센터,39427,2801973,298,2999,N,상행
2024-12-31,성원운수,165002,538,165000094,15,간석사거리(상인천중학교),39426,2801974,404,3403,N,상행
2024-12-31,성원운수,165002,538,165000094,16,간석시장,39436,2801964,356,3759,N,상행
2024-12-31,성원운수,165002,538,165000094,17,목화예식장,39448,2801953,532,4291,N,상행
2024-12-31,성원운수,165002,538,165000094,18,간석오거리역(8번출구),39449,2801952,357,4648,N,상행
2024-12-31,성원운수,165002,538,165000094,19,동암남부역,40034,2801788,689,5337,N,상행
2024-12-31,성원운수,165002,538,165000094,20,인천교통공사,40032,2801790,473,5810,N,하행
2024-12-31,성원운수,165002,538,165000094,21,간석오거리(교원공제조합),39444,2801957,617,6427,N,하행
2024-12-31,성원운수,165002,538,165000094,22,간석시장,39434,2801966,399,6826,N,하행
